split,split_index,dataset,config,task,row_index,prompt_length,prompt_sha256
train,32,longbench,lcc,lcc,423,2394,e002198ab1781d02ff79897d3fda7f687a40b9f8edf726bc98414fc1199059dc
train,33,longbench,lcc,lcc,150,5578,25ceeace5deca2d7c7c285bb0f3919875be756778518ce4a9049e42cf7e2d709
train,34,longbench,lcc,lcc,172,3948,e7485b3f706d57c4d845bcc02ad8ec310ef88e776aab0676d462612fc14fdc05
train,35,longbench,lcc,lcc,439,2440,84f86407103a2fe003cd7b34001219dc83504a9dea5fa0c07304cf90981da74b
train,36,longbench,lcc,lcc,340,2291,c0a1ef94dee5e4e490114d3fbebb0c6212d5923e3097ec78f937fa180e64b204
train,37,longbench,lcc,lcc,221,2296,5f12fe007239ed16b1fb9538361598ac1be348ffee9da4c0191797d34e8649b0
train,38,longbench,lcc,lcc,362,2621,18cc8606fab0a13a18dc4264b0e2fea702c2f5565812e3615793a38677bc8e36
train,39,longbench,lcc,lcc,248,22835,8e11e4238042fd03ed36da3fabe24718b715aab002b25d00bb5962c3ca602ea6
train,40,longbench,lcc,lcc,359,2563,3ff2d6a53bc6874f8ba0c8dc876f805ff8227fcf39e47c1a9ca6770ea987ecce
train,41,longbench,lcc,lcc,412,2356,cd0b4b68fafdf9f29908e3ac2f01f90dffbf1ff68771617dccffd66ff03fe957
train,42,longbench,lcc,lcc,320,2743,c78c32d4259b3b99b6a67bdd532e18389f0354e5d716e6420ac2079071dee5ae
train,43,longbench,lcc,lcc,261,2351,cba7e3d7f09446acc6ff092cf924d1c965c806f5d4a0e15e277444944915eae2
train,44,longbench,lcc,lcc,414,2004,82d998c6b7f424d45ebb60c7e6f7e4f5827bd8e89b267ea41f14c953cd6db40d
train,45,longbench,lcc,lcc,410,8815,81f9a886b3cf3dcf64ff151b644c82e05329c94e319aa9376b2e75df4c139731
train,46,longbench,lcc,lcc,297,3011,793a7faab31b4741ce8981f04816758f4dc85018131475864b17458c62afdb89
train,47,longbench,lcc,lcc,467,7201,d2d8add93d0a275af2c27810a2606d8c331746a8bde3dfa58170de4e6811998e
train,48,longbench,lcc,lcc,11,2296,fbd60278ec2df3f9dd51380f5feb6d03ca58564f7ecac8ed25265e9bf0751992
train,49,longbench,lcc,lcc,103,2615,7c4c724275c2a8359d153c5832a702f466bce43078791ff8790add9d54912698
test,0,longbench,lcc,lcc,438,2115,b71734c7b6d66fbc056e6305c10e4663942884b09813933f2358d77ba77b83f0
test,1,longbench,lcc,lcc,490,7894,040776aaec1316be1a93d280f0b1ad709b65d11b07853d1fb5f3f928400fed68
test,2,longbench,lcc,lcc,95,11124,8e997a31abeacaa60ea22c03f2d6ffe95ee56a6a0b21fd660d410b1510a90975
test,3,longbench,lcc,lcc,30,2419,06355486b0a28baa12e9674b39d415df742199808fd068e9b2e2ec9994e68c63
test,4,longbench,lcc,lcc,384,2849,1011c11da8d749189aad49c7fe7d094f174e12646a005f8dc457d5d1b2128839
test,5,longbench,lcc,lcc,419,3050,c3718eefe9863b7ff452bc5b4a60107c76edf2f0caa576d0ccb9012504e04cb0
test,6,longbench,lcc,lcc,302,2330,9fb94ff1395b9521c7638ae25fe67716e40a94cd083d27d29bfdf9465470fe67
test,7,longbench,lcc,lcc,43,4426,71e4db834c1765c6473fc18b2e6af7b174341f57191bf2b2fca9c7d7b00596c0
test,8,longbench,lcc,lcc,4,2325,24d4846e9e0900ea22d4a9c6fe189306f017a08c6189c7312711d69bb33c2195
test,9,longbench,lcc,lcc,64,2431,9921323d2e3a0af1dbe39ebb3c04d4e788375700622e45fedc9e3df426af0675
