split,split_index,dataset,config,task,row_index,prompt_length,prompt_sha256,messages_sha256
train,23,longbench,qasper,qasper,88,6826,9ca3edb2ee6fd4fbe32e0c5b26d808a6fa036655714b16083209845c53a562fb,562746bcbeefc916349860ee45b31d8252b700302507571029d28428e08e95ea
train,24,longbench,qasper,qasper,109,4080,8e0802e577ebfffd54c628980ff5fd44e5c7f643d08b94d2076ae72fac0ef555,4a8e7cf33ccacb2152891e9aed6163ecf4b2cb804ffe654163f876148ed66b25
train,25,longbench,qasper,qasper,26,3200,5d3af54653ae99e6d2f0a434107672e3534a83b63467ffcc8ee857d370455453,d1ce48b7530ea8c16752172735fc1cdd88dc3f7ddca1684f3b6847dc84432de9
train,26,longbench,qasper,qasper,126,3335,6f341bd5061050788b8e38ee5996b14336d842e60dca20e7930aae143c326a6f,f21b963bb5b47c5681ddd23d63f93619d366c9e9dc118ab64c3e20a39a405d2b
train,27,longbench,qasper,qasper,186,3253,6bb0e69dad6b581f56fa8b53fd7f284c13db8a39378d562175c08eed18b89d75,f077c1903e8fb5f0d44cd8c6bcc6984c8587c30a38d1124364d040116e7fa896
train,28,longbench,qasper,qasper,62,3339,c5d6df8292a846ab06b9b492310633992f4eb0ba859daa887741a72603fdc16a,61c629d58f023e367b12136ba0644a0e2f65baf9a3e60046f76280ae8fcfbd2f
train,29,longbench,qasper,qasper,53,2087,2b9d54e565330d52e99a560638efdfbd260de19a8a33f36521779a13930c4391,501e481140b0ae62b05725d4810f3342e391faa4795daa6bdc50e98ba4c73745
train,30,longbench,qasper,qasper,80,5851,4b08b4af60affaa1fdb17b1113f2e44a1b1a8f486054da2504372bf793f5851b,c09820df10f666ece3e68da0a6386d8f1b580861829fa922714b1aa60cb2f241
train,31,longbench,qasper,qasper,24,7646,5c5f8a5444de6d5e93df431aebe642e3035f264fd41aeea2bc9ef4cf9a5575a6,072b11532181032b572ea5c459782f414fef7ca5bad8075553799d0e4cdeea43
train,32,longbench,qasper,qasper,54,20210,e805839bb95911993739fdd61ad4ca79320e922bb4b47132ca47e58310d6c886,c7bd956014aa691a40ac04a70e312937b16c0c4a428ae34755b945991bbe9111
train,33,longbench,qasper,qasper,101,5978,16efa131bba095c209aaf8e8569a15a6917aaecaa2624c2546904f7104efee33,8d1da0cfaa2634521c6a56ca9afa70944a149a4cfed17b67d301da189e81d689
train,34,longbench,qasper,qasper,93,3862,2a75c0c6c2dd9b1c74912410321cc984661b1ccd66fb2200d2dd43f1541d9fd8,ba2bb92402d20eb6e7d143a66f6cb7502c5328d15da4b6e547fecb6657c13f5c
train,35,longbench,qasper,qasper,102,3238,10939b3bd76a568aa5d2e7c972bd780b0cad7052c26e893491af2efceb348785,f1a5f10c4b97f3a4d67d6b772ed8c7a61a1d27f1d419f751a8e54c17f1447a6e
train,36,longbench,qasper,qasper,76,4086,7c5f05f6b74c27f922c6c76752678e63254e99f88439a9dfc7227bbb02eef47a,2c1aabca25a7103e09c829c33b5d6f2106ac729cdf5b565b3d64eac08106e848
train,37,longbench,qasper,qasper,85,5529,9c6d59ee22e8f9c2e1b5101cff5329cfcb53815612b3d126c1460a120182db11,49b93cc4822b0744b1524ea1d16222a12c7cfc2c55d4779875b74f341971800a
train,38,longbench,qasper,qasper,75,3130,4e0da71aabae14442e10820b9a458d3bab35372244979908d748ea7f268e490b,52579699fa866463eb4df8b0e08f7d9a1930c32a5320941ade1acbf87cb7b5a0
train,39,longbench,qasper,qasper,100,7644,5a9639195a225b1fda3ddd77e7c5c083bc2e6e351dce0df2ede05536cbcdc2f3,f94b6754977636d6f9be40e11d8d90efd46167b831e9b3efc189cf53c16aea30
train,40,longbench,qasper,qasper,132,4653,b5b6d50367f73536dbd862ee1bf77159f7c2e99910355602d95df910ee22e398,ceb3f2b6f435933b7115770265db7fe16d148074bf05ed956ea864705e3c28aa
train,41,longbench,qasper,qasper,1,3421,3acdc5f951123386884f76bdef1b540361eb3b8962f51921f35eb64bf369b5c0,3fbbc4369f0a14784e06c3f36ba401982558741c87b8cf94a8c9fc0e66a35a89
train,42,longbench,qasper,qasper,45,4770,f3b427d074dcf771b6763337331fdd9b3ced32ff6e0386c85e910485c5729f02,2537de6a1b5b40215d6f2bf63ebb40d40916fe7827b2b6ee89917dacb6e63248
train,43,longbench,qasper,qasper,103,2164,8b9933867435c58a30dae40150f31945325497bc026ae1b6afb68c152df92eba,4c53c8f4c14b59f0c26e7a33fc7649330493e5cb5b512f9bdbf9cbd2165cc41b
train,44,longbench,qasper,qasper,155,6056,0bed6d2976876c83399987e2b691fc0e114245071ff6e77974f86a9c749696bb,281e4c9f0e44e33d863db685552337884dc97312b6161363360fe7703b4255a1
train,45,longbench,qasper,qasper,180,2974,e4fc81f9a7dfbf7121005ccd733aab4c693ea109e92dc48d65fe2f34438b5116,1691bbf08b51002491d8932561d559a0f474bde1db4b07c692701f447e4ef7ce
train,46,longbench,qasper,qasper,86,2662,05720741d563a5183c52a42fa9254007f92a109895006e3ea0510617a45d4948,758427791fdbb604933d46452816d0cbe13ffde6cd2ddb39d8e22125217d2824
train,47,longbench,qasper,qasper,64,4083,8fe023bbbc574f7f9822481d8cef13ccd1db540c36736a369daba1df3d88aa5f,224a3b82b8a408b33e7aef5fd8aac0b052de302308b4e4248781add7f47db941
train,48,longbench,qasper,qasper,25,5020,88b986bf3515e8ccc54b102dd16e3e7b8475e7611a2f07a92a8a74b454b09aa4,0dcce3399f437e453c15b3e7a66bea671ce188994e3834e3f18af00c41a9acf5
train,49,longbench,qasper,qasper,123,5154,140ba22fbb826a843029e6005335144ff73ee4489167ad8b7b16c05c0c314642,39dd8cb9eb193972e0e2905272f3c188594e21c151b9c9275a3cbd785fcec1fc
train,0,longbench,hotpotqa,hotpotqa,154,6342,198e30f0d9fc07c800057fa88392a54e65f3f458d1e03c343c3ac38e63b0aa58,d27579341f395a4695cda5f33ab1a5b7cccc7cf8ac74ab9ef46d8bb763146fea
train,1,longbench,hotpotqa,hotpotqa,194,17131,182d8cf474cde45c8bc53311f3a4dd6729989dacbaac5ed1b1277d5f94aec562,7bff72c7045f85e961fac12af3d4d3b2e14ddd5025b17d0eae3cf9fc3e49d5a7
train,2,longbench,hotpotqa,hotpotqa,100,16438,37a29821bfc29be701177110760f19fb9e68b63086d65efdde2b381d758342db,b6aa975a66065451fe922774f753c1d6ded80f79afb63fd1b57082744a37d757
train,3,longbench,hotpotqa,hotpotqa,55,13834,5fabaea501fc5b506f88f82f35fa700fab2b0ac571ff384e47ca1458ee014aed,9356254c7afe6cf1e128b016f26d0a6176d798c51c97ada60f28d27498809404
train,4,longbench,hotpotqa,hotpotqa,128,16679,a595b720e10362db0996e7c618a10dfcce580514705ba9b5197e439db820b6c6,fa6ca0ae04ab3644d9d9f7e066d8c40076a325d53703c4cad0a35cffd539a166
train,5,longbench,hotpotqa,hotpotqa,162,11569,290e2142af6e0f05da966b73562c693acb2e8e46e6de1d44102dafeb3bde01ac,a09edac0b84a46194649a9d694c93a1e2f707c4940ff43b9bb788e0a6fbf222a
train,6,longbench,hotpotqa,hotpotqa,26,16614,0a0245f8dfa05317955fe781b762a61897a921a5f5f9133329f6aafce39f7a58,dd5c4f1518073c07623bc80ed6d323cd2a97e7fc7fd05e90a706886afd3ad08f
train,7,longbench,hotpotqa,hotpotqa,87,16791,38626c7c8a9ec4ecfa489e082e24ffe35b266b66426d45de9df6048ee2e6af23,0fbc9e8fb8c277cf4ab6508d80bdbddcf101de588d11eedfa405ae0c8d905d32
train,8,longbench,hotpotqa,hotpotqa,41,16681,fbe563325991ec9571a7690594ba1abd54e553ab8b2a994acc1432bc66b1b7f8,df18fbd14fafb910dea9d8cef275443bd833453519b66d6a7b6d6f67c3bcac0f
train,9,longbench,hotpotqa,hotpotqa,174,14660,be4b247b010c09f1b0c4237a30e2bf6658dfd14597f5d27f2a64527d66b7a273,00763a5a38faf2dd27bc6ed7dc0d965cd0a68ac3d7052cda8ba882e45357eab3
train,10,longbench,hotpotqa,hotpotqa,47,10333,4fa96e1f6bf9c84153fcdacdd88c623e944541031b5c9543e4c92d8e60bdb395,5193e9abaedd92c3cbda34c6982baa955b8ba2384ea8517ff1118e6d794c22e6
train,11,longbench,hotpotqa,hotpotqa,138,16833,2555f6b9ae77138cb2e7af992c10a1316d1d5438a98d7f4e8b6a4c02ecfe1580,7e7eeda09fa35fcf761463c0abb1c561f0e90304d93f7eca24c8fd7e34897785
train,12,longbench,hotpotqa,hotpotqa,0,11771,0cb1b79cb37b9ebd879bfb31007ddc0265979cfaedbbcf0d585f37f4fc7fa6fb,77fc64d1e67a5a35d05f712e7a9f63a946b4658cd4c0d8929ae402cca516a0a6
train,13,longbench,hotpotqa,hotpotqa,144,16906,a183110ff78db279c2e16cbac794f8079b4d3658c9c74044eb1a1c161d70ec17,284a6591085b03a975c34e608a898e0895d1f39374e6f8e5f86de9a51c045d4d
train,14,longbench,hotpotqa,hotpotqa,56,15183,5894b363144e54fddf3ade942dc71df99ce6c67b261b57b973a0ec6e615519f3,a0f608defc5f19f73df19f728124916c4c48c5abd60fce683642666740c19836
train,15,longbench,hotpotqa,hotpotqa,130,14143,12bda3833e8ea1f12099cedb3bb85f4d27a200fc27c4bb2f50ce9416859144a6,d9794fd4746942955ba30a666b6f82defee34ab8016d8e746a5d15551312d396
train,16,longbench,hotpotqa,hotpotqa,136,6775,9d4f86fc69c81dba133e77a157eaf547b0f5c8bee95d4ee194df8a1c57e178da,4ea8d6ffe90357d307d130f1f217527f1dab3f4a50b9140401a1d6560ffe0e13
train,17,longbench,hotpotqa,hotpotqa,155,6282,61e7787199c51dc20fe3bfff9c0630047042d5a3ecda09da3f1293e036039a85,456e8a2eb65f3cff271395531ff8bbcfb464b7efe5eb4135c4247a07532987ed
train,18,longbench,hotpotqa,hotpotqa,169,15073,75f16fe2e8bb6a8490e857accb8b78f312084db7e82d02bf290de591a4e4e8f1,3ef5790f20f98bacd3dc387141da024c0144b704adefd64c863d38afa3bb41f8
train,19,longbench,hotpotqa,hotpotqa,68,13545,527273d2754f6d16564c3d36bbfe12f728ceecc10eaa0da10dcf817b91c49e1f,4d0a948244667f3589263bd85b5ab7a17219b2ac353f27bec76c374ff6e72c7f
train,20,longbench,hotpotqa,hotpotqa,48,10469,d0a8cbc402a02247472e4f81ed14d74f2a783e88ad1383e29dec73ccd205e52f,775733b1c286af124e7b78b297b5ff2cfb5e1718232295c6bc3c46da18b0f3b5
train,21,longbench,hotpotqa,hotpotqa,168,17401,161cbfd3e38958f2273e1159533d7dbffe80819530f84ccc040b635f6ae02999,956df65ccc12a302a0fdc4e1fcbb2286bc4ec27bd5b6e907613afe32696cdc6e
train,22,longbench,hotpotqa,hotpotqa,27,9909,032a707c27a7a32fc0f400a8963545e26ff12b45814c0f7ffd360a0b8072806e,c62382b6a1427a9cfc4cf0c605e9607bb99f45c35e118f65c2608d1a2f18ba0a
train,23,longbench,hotpotqa,hotpotqa,69,17132,cea76f27ac46ee024f804d55827a18a80dc29038e818ca42cc320bfb1a4aa674,4ea150305ddf1324db19da1e4181ca1b91560340a41295ee6d6a3b96e468d548
train,24,longbench,hotpotqa,hotpotqa,45,14545,e22e432ffd645d460f7fe467ca19f105571609e9f218fd5d9215e0235ad663e1,3124ac202afbd4eb669336270c13f5af59b9532486bb6f8f42fd5e239759d2c8
train,25,longbench,hotpotqa,hotpotqa,118,12826,296cd5484a15446e7541cf867c63ceb8e7ea32831e874db04d3e15d61e8f0440,0f235e367a3ff83bb20be76effeaada61145705c12178ede7396e509462f4167
train,26,longbench,hotpotqa,hotpotqa,40,16618,994643f416be81bea7d77d08d9e1d162acafbfb30b95defeba8a1a92888dbd79,42751669ad0356bb28a091401ac6eef1e2b6eff439c88bf8f9d198ed122877a3
train,27,longbench,hotpotqa,hotpotqa,182,12513,4ac32c0bea358020a4643843348f513be84ea2a1782301d056588e8e5ef02e9f,d5fa775074c0b87e0d843a9474ddae14683e35ea6e10fd32c47d3e85d808dd67
train,28,longbench,hotpotqa,hotpotqa,6,16111,76334e84bd4543a7f6a3623ac892322569ec8884b9bb7c01c9819335aba7a60d,2491618fda8c13baa7e6eec07fe0b510d5972fb24deecb708913695f806c1d18
train,29,longbench,hotpotqa,hotpotqa,152,17161,4f43ae90ef5914ca9ad06dd55c0f7995818be05c0a8de57f5c9f9cdcfe1a2980,ebb8bf35faea287d77bc8cb85345175a94f286cf125060746dae9be694b52ba3
train,30,longbench,hotpotqa,hotpotqa,30,17085,fe33f868731cbddb27fe4aa6ca5253c1ef7d9fa004b775059edc7c0c4aa8e5ee,2f846e51636306260c36d34eb180705f5a93beedb6c56de66652bd1cd752c5e2
train,31,longbench,hotpotqa,hotpotqa,195,10874,e4a880427af650812c35a4336f6c3f327453188a0fbfd291c71f027d262e8e44,794e4a40067160a0558882e975513253bfaa69085f3b3633fee66a3c8e77fa02
train,32,longbench,hotpotqa,hotpotqa,133,9208,9644d972b0bba5daf0a2f580cd4a8f3861b492ee3365730bf89861220bc0fc56,c7c025cc614016e7a502d2fdc8b258f01811bfc8a664eb34a3a6969a85746bb5
train,33,longbench,hotpotqa,hotpotqa,21,16145,43fb57e3f413a4e4ffd1283629e58b64d03a1805cd776f2262c50d2c2a525817,0dd36179e642274475734dc6212b159cdf75c0b4e3c79e83a242eb99b9ee2770
train,34,longbench,hotpotqa,hotpotqa,124,15851,dcc11340d61a72b3c879e788f214e52b259985573878bfacc8a7248ee9cd47a8,a677e2939a32ecb868ff07e53b0911559125e82afb2febb9c56ba5d2437fac23
train,35,longbench,hotpotqa,hotpotqa,196,14790,06ac7a36635fbee4d4ed9519c9e25fe676da4d42fc8a8f718d6cc63fd394bb7b,fb3a8e02a62aa466f7b00e6b39bdf664504c9a954d3003a714b1c81aa153508a
train,36,longbench,hotpotqa,hotpotqa,131,12203,e63d3226028219d6593072d09693dff0e50daefdb9a4516e4664bc9f7a77ba2b,8d945000068eada24c113ab1fb03da86a8958af19841a6e293237db1e3cb5bec
train,37,longbench,hotpotqa,hotpotqa,132,14215,237c95d9b169298a0141b576460c186364b502d148a52e87b82b3b6b1489b985,9424375d6bdb65ba3c9f01d55bcb7e44567a13a7781f5d54b9b6b5c9b47c1b4d
train,38,longbench,hotpotqa,hotpotqa,188,9868,c69422d52676c190e22c9b6808d307ff7327c85aa8a6442dd7cb4f4380f111a3,aa916e0c7f9ff80985f64b829dc0314345a7b05ab3795793c417ec382d67b972
train,39,longbench,hotpotqa,hotpotqa,84,17580,820b3802fb6f8493f75adc1577a11c18791b0447d40ee20ea859d96618bf9f2a,2aae5e90abb3e5c14ce8cceb1332d04a772c3fe7cac59d664bcbd6431d6d1aa2
train,40,longbench,hotpotqa,hotpotqa,170,16037,b4e33fe8ee48fbc48f9a5a5baf8b44821c35a44bcf8aa45f18646b4a7c62c182,ac347ba708c8c16b580d0072b765e0bbf1d7198f0ab7e87f7b70188a9d5d59d6
train,41,longbench,hotpotqa,hotpotqa,36,16202,9f581db036e7cfcf1634f9da0b1a73d086a7f15063c5d963a428086669004656,ee50947957d104ac33cb0ead29a1ad1eb0c2c99452e96e2ddff436442caa5c12
train,42,longbench,hotpotqa,hotpotqa,5,15733,e567b941f3b53184903349614347a48c55525ac02f7b2a39946c768a4130f01e,b1ba4cefcc7da7c837cf0f7c697225c6fe2eb5ee0bb44809b8bf9d5915fa4914
train,43,longbench,hotpotqa,hotpotqa,59,12101,22cc92f47322d5dc33950b3db664fe166dda200cd48499e147be288dcedc691a,1fe398ea3dbbbe3e8978797de6015707e1551d36f265c20e304b7cb62363cf35
train,44,longbench,hotpotqa,hotpotqa,97,13364,c76320a24361b592460c9d9e5ee2292dfe5bfcf5ffd569d6a0d0098487daae7d,0b2b9b1ba001bcf375123628bf8ec41b4545b845cfa58985c9d6cf5e975e7000
train,45,longbench,hotpotqa,hotpotqa,54,9387,4f60983c076e2fc4b2e73b3715c646519ca5e5655788e09efef4221b233beb9e,108e6e859f706b17c5e0b274f326151f5a92e38772c560f4203c2c040d432954
train,46,longbench,hotpotqa,hotpotqa,90,12184,4160449bf9d809afb8a69978d3b5566ec2079ca7fbba3821de8fde0f96f8f792,0c93730c7cd2993100ebf70dbd76379abadc7ca4272f67cbe950e079d61c502b
train,47,longbench,hotpotqa,hotpotqa,173,16943,773bc5a94c61bd5ca16c7f0c273c0d523278e361a8fc0b6fa5e018a7588c97dc,6bf4e015ad99959ccacba62ad7aeb9f95ce344c4f7e4650b4365430723be8bca
train,48,longbench,hotpotqa,hotpotqa,12,16022,26b6e6dedaa29079da3f575d8d3b32b87e61e2a80613c34584f818a13ca70501,a560e13d2f0dcb0c2355d3098562b7de0615e292ca89f4114da13339a9d7ea06
train,49,longbench,hotpotqa,hotpotqa,34,14952,5a32b3a30e8b0b4d953e78514b9a974da935784276d81285178f6a9f0f7221f4,335df4536e4c2c110e317ee922feedb5e962c825a6578c1b35c3a1580bbb9ecf
train,0,longbench,musique,musique,84,16909,f6d8b7bf30e2c03d60a145490ea24fd47b8d5331d896acd34a22ada50a9c6590,9c3ed3fb546f8a0448a00662513f2a2167852399627b33f531c7ebc702cbc2f0
train,1,longbench,musique,musique,89,17676,2dfc1f4a6137792b80610b7102caa40d7fa0bb83ca9e70febe7db4287554a86a,8ab702739616842deba182cbe29970b052d53c4999b016d51d73f9f96922f091
train,2,longbench,musique,musique,60,11655,35c5dd45f7a4d03fe5543a346bd5b98c262c5c6f68bfd715adaa3880294e6780,96a016cb87b85ccebf403d9013fffcbcf207ee96c63d51a6de976fd0019a59a8
train,3,longbench,musique,musique,9,16761,6dd64b9c2629651eb9e6a3209cb3bbdf49e48f148873f1023c4d15d648969b77,bace8b5444c8141fe9bd4ff2ddac5e580f634b48df715f4bd263c9b70f8269cc
train,4,longbench,musique,musique,0,16486,d1640c6dcaa662bfbf308c9d7bf5ecb3bf15fe5e77191e016ddd5a5edcc56ebd,892c6e8201a48a642e58bdf4351ff9e23351dfcb6483f678c151742d1cdef1fb
train,5,longbench,musique,musique,140,16958,a39e69540736edc92e38d737a84e13b618557f075be83b5297ac448a3a7aff3d,861312b3f46fafb315c864b3952597262be73979923701bda8baad9cf353da8e
train,6,longbench,musique,musique,143,17309,91da7a4327fccb3fe4923fdbf76fd76fe8f160c753fed4207e53dc9cb535296d,e4109689f1fc14cd0c6ef2c72b4e38e8bae4c35a087ed9c60844d41047f65151
train,7,longbench,musique,musique,112,16342,8be848d60523450592cb2bfc4a0240c8525b8f676b5c573c0062424d75ec3286,731751830c09533d3fef329df73abcae57764bffb2c0fdd389e8eda6d2538126
train,8,longbench,musique,musique,190,13856,ae7abe589e6ad6ff6eb8b6d1d1cf10365e9f04308bcbeb63a854c388f29c9a18,452c990059f660d60a86acae874d5fa1c9d93f6611fdb3379629481674200458
train,9,longbench,musique,musique,134,16928,3641b4f345fb0f498476d65b24b694ccc0c5f13b37de0b5153e1c9be367e8677,21a85469a821150fa18e84a695f53d559d021997e1886cde33eb1c21317da93a
train,10,longbench,musique,musique,118,16144,63f387d6b0d2ecf7d4ad40dfb5417a9a7831a6f0b5d56df4a03639d20c230234,87c311753b4ed8d27a75d50c66ad4a34b83e7ca900ffbf9c02b0237a4c25004e
train,11,longbench,musique,musique,94,16780,0ec46f3b252e10204b73f91665b892c79e7cd1306fef279bc5fbb38b31877bd1,73de475ed4695ab2368bb53121cc7ed4f709c931e9f43dbbcc328348c9039bff
train,12,longbench,musique,musique,129,17090,3a7f38732ecb88d1a0d4ad1706f2a53fb9469431fedc24d1a3be25a0533346d3,e4e950fb4088d2eeee9e6015b29f7e024e2e5c25009be7b0cf63b56fcfb8d23f
train,13,longbench,musique,musique,121,16101,527b219a52762c35db86fbc3e85138b70f05a4a22bb39a2544495f461aaac803,86dd88c879a9ca8d88941b098a59a6347e6994b0119d8cf84ed7f3723d83a599
train,14,longbench,musique,musique,86,16306,a521e76e869bde7e9cf6e477e3f75050aa59676a0139bf0ba504b2dddb707c58,4061bda3fbbf45f1d59e9704b07d620d025c187c9b9c3bc36edf4754cea62fd8
train,15,longbench,musique,musique,32,16493,96c8dd1c3ee0f909bd4393022f1f5df6ed4e77d159e30eb19673b8209bcade63,7869828d1edabc3746629230bbe2d041faeda25c06ec73688399142e8440d442
train,16,longbench,musique,musique,174,15836,5b76b8776d9b8778fb477371b5dfc923f180a59f2f2b5e0425c7958e398a2ae6,1accc9fc0da32b339663ac95b9ff7df68a730e284b884faa1aa5c0f9948b8068
train,17,longbench,musique,musique,124,16743,1628df0417259d6000b8605074e715cecc1fe962271844cf08a84cf6acdcdac8,d6a123e29eb54fa31f8c13bc8ca2eea1e09f504352ada7db0b64e8b41057d8bd
train,18,longbench,musique,musique,76,14475,b235231bdd95bcc1e55221f2825fac74a7a420495c8fab1926db270026feb8a2,0da4bcd76d2e815adbb4de2b2ddd98dfe194064439eace05587b0c5bcb1b60c8
train,19,longbench,musique,musique,28,16851,15f33a6e0b459e14fd76cdf165b2eb5d351c04db0a62e4fea8058143e03573ae,c4dd42ad316d0008846910eb5d4b1177268e5b910cf82533a811527a9e1cbe7d
train,20,longbench,musique,musique,8,15762,10b1eb3b1142549eb3d2cb39949ae764953092e7a35f930bc84c962f466210ed,c214857245cf12e8b8b11bde3913edbae639b23e88c12cec4f699a8583aaf811
train,21,longbench,musique,musique,181,16534,05bb9d04a907d6670ff214e0954d8051dff724f8443c5f176e0bc85648ea48d5,c850066adf16ddb6c90257839e5b426001082dfb71d5eaa8d219efa5c4c9cb03
train,22,longbench,musique,musique,23,17043,be49b6541468b11956e1f00d2aa3543e7746bb96c8713b72b09aad5186d77471,354fb5256f52b9f09fecade6e00960d0b56fb184eade67a2e76f9d21ddabbce6
train,23,longbench,musique,musique,51,17910,714461a0c246133fda472b796a058b6e8be2d59fa154876c3792b2e176da20ea,a7774750c0471c626e97b30025efb59374bf5006b928d040cf19d7be5f2e8ab3
train,24,longbench,musique,musique,177,16814,8f658217ecd3738d838726c815a5b84a3844d8915a03f170afc405f28353f6b4,50a6fc65c3f1b099376b6c46262e2d2d58243d66bf77422d60788a217c2b825b
train,25,longbench,musique,musique,157,17805,fb84b684245fece8cac293e91785d4b47046a6b22e8e548f00177edd38413cb3,c366d89d659b3456d184b67ae692cb0fad8bfb04514a2dd728a5bc5b62b6acc3
train,26,longbench,musique,musique,191,8207,d6349cb493c5099901f4aa2baf844752dcc39cf6b0cd685838395445a1489dc4,285d934184a90e3b43c375a3832f125e9e171a8b4fcc405947ca1a9ab88b3dd1
train,27,longbench,musique,musique,141,16981,8ce0e726d8c64c96fa30bf1829f0ebb8016d5331156455c032a7833da20c819e,e222c9b62a57eb2389702bbd3c6e849fd05ff0f7b6439952628b48b17924f8b1
train,28,longbench,musique,musique,183,16727,2bcf0c380aefaf5298416e5ce3abd1e0c1c600866d4a4fa3e8829ba3de843a6f,b3058c9786adaa05e2b097fde937a7809dc31df76e88c4ba73dbbf06471e35a6
