split,split_index,dataset,config,task,row_index,prompt_length,prompt_sha256
train,24,longbench,qasper,qasper,109,4031,2b191566b8ea7198bbef84665fe711150a66546750bb59b857d5f3801463a73b
train,25,longbench,qasper,qasper,26,3166,962cd39114391b7f7cde644d032a99c76703dd1fac616622ad90a90199a1fff1
train,26,longbench,qasper,qasper,126,3348,ee66226481a32ef9435397f4bfa9a75627ed3c402b9831803ddf256b40e4d051
train,27,longbench,qasper,qasper,186,3231,64d4603beb8774854712af448152fce637be30a3d6b2c328c60f18c333cdceae
train,28,longbench,qasper,qasper,62,3289,c4ea8311955e5ea0561a4646d2fb685c59a95e6548899905ec43584790c7e2b2
train,29,longbench,qasper,qasper,53,2048,0e77f8c5423020549885cfacca33612ca242e91afbe31c7176c02b22219b3be7
train,30,longbench,qasper,qasper,80,5769,8bb00d0c91edbda67519a943c6c658df7fc26f8d8bb2b7849dff7844690086be
train,31,longbench,qasper,qasper,24,7554,e7714e09d9e13fd4d3608ab8d37ade1fa590a3e6a0ac7f30e8484cba3d0bcc77
train,32,longbench,qasper,qasper,54,19576,178b29d91b04e340bc3f1bf82e4e1bde91456dbccf129faa76edb3a633e4a709
train,33,longbench,qasper,qasper,101,5908,aacbad324f2de3f3fe9831dcaa5aece6c0bb584541a58fbbda22aef46eb26422
train,34,longbench,qasper,qasper,93,3783,45f57a0244e9f6fca2cd4db86964d61d8ded133106974896d138ecd7347932f1
train,35,longbench,qasper,qasper,102,3193,ba4516feecbf24cc73905ab8f5395b81ad34b5693af4e11c18cd6abd8b83041b
train,36,longbench,qasper,qasper,76,4047,6de4bbe7a9899999d0643ee31bb13774931c880e912f96a642ec21f098b1101e
train,37,longbench,qasper,qasper,85,5384,fcfb27e9dc0001bf9c0fa790d42ec6a263b98becc3b9604ee0d20d60d6cdb318
train,38,longbench,qasper,qasper,75,3109,2b61d80bba929ef6dbf5158e49d50ff1e20f135ffd31044c402f8be2bc0f3fde
train,39,longbench,qasper,qasper,100,7552,30e2cd48d898a683435d038b319c9176a426ffb5eb82136701d95138baf71b82
train,40,longbench,qasper,qasper,132,4574,1c5e70aa50f316c11372d444de30db67076a179be1302dc1114cf47dcd46b860
train,41,longbench,qasper,qasper,1,3366,4162100e0e73e4fb29011d3612cf844f02c98d33f22d07b01a43e1d446c9d042
train,42,longbench,qasper,qasper,45,4700,8349890d41bfdd0f1f1502099c895f98bc900622be4011714f756e8b0a4bb6c0
train,43,longbench,qasper,qasper,103,2147,00b6188f5401e77cc516723522bf31d8e699f5ededda986147ca32abb58c7e6f
train,44,longbench,qasper,qasper,155,6005,fa457add6b8aaeaf0918bc7b4b4a28a9aaabe8d559a33e8ba27f707e8e4ec967
train,45,longbench,qasper,qasper,180,2962,7b1217efbd0c133cb8fc4501bbb7e68b5f2fe74ada091f7c42441f5c7f8782d0
train,46,longbench,qasper,qasper,86,2605,e462f8adcc804bbac9239cedd2bdee19429fd0e63ea63ddbf80db21382f3e741
train,47,longbench,qasper,qasper,64,4034,cfc222e0a6ac07c48b5c50028efbbb7568d9d0ccf5e73ac208e072789ec033ef
train,48,longbench,qasper,qasper,25,4955,4d565c923e0242af356d39b6a78aa150b60c8faf2e437d69dfc61d675fd649e8
train,49,longbench,qasper,qasper,123,5140,7c43aaef809e5ee3343e24a25225ac333cc9c6e36e99c8f9b3992376c094ebbd
train,0,longbench,hotpotqa,hotpotqa,154,6227,29ae17cb86160cf9667513631c395926b4acca3ee7991f6e113ab3419d61ce4a
train,1,longbench,hotpotqa,hotpotqa,194,16426,4bc32ee92bd261213cbbe4a202783043af43c4489c8e207573ffd3895748598d
train,2,longbench,hotpotqa,hotpotqa,100,15503,3a2772609cc8bd6d669b8644293153113055b9f4110f6e4f8000c299efe8a115
train,3,longbench,hotpotqa,hotpotqa,55,13479,4ad7854502e499aaabc6299cb12d8739147ea884e336a680e58c65d69f35dbeb
train,4,longbench,hotpotqa,hotpotqa,128,16348,3b3234689716cb7eb4a815d7d447655923a444942a5d1b2dff8c2b6a48bc9d3b
train,5,longbench,hotpotqa,hotpotqa,162,10907,f22fa428786b1df3718b8e58d4ecfa3d3b7b4d0d8fc2e6da4549e7cacc6d48eb
train,6,longbench,hotpotqa,hotpotqa,26,16336,5a1852bede5b59beb94c56cb522bd2dd3c1c1c06bd761b06b00c31363f963f7c
train,7,longbench,hotpotqa,hotpotqa,87,15821,49946558154ac197124a32e4c2cd5bb6431560bce00b81c98706fe10c8656f31
train,8,longbench,hotpotqa,hotpotqa,41,16235,7e88001ffcb3f3ed1763f69b92bbe8e77ec71200a042e0d98808cc98acf175f4
train,9,longbench,hotpotqa,hotpotqa,174,14136,55ee25eaba065d91c0bf810fcd9d38ca814afa5013a852efecea645808954997
train,10,longbench,hotpotqa,hotpotqa,47,10037,dfbbe3a4a73d41ab12745ce55a18d353cae65c373e2c0fb2501f6f8ed6e29649
train,11,longbench,hotpotqa,hotpotqa,138,16417,57a62462b4f05b496ffa9f2d3792655a69b06754f6240b577ed09c79efa4a01e
train,12,longbench,hotpotqa,hotpotqa,0,11382,cc0832de3d1190cd314c5dbaa4515dfb6b535a592eac17bf8b521127520f4058
train,13,longbench,hotpotqa,hotpotqa,144,16296,0dfc0237fe3e921284e124ec20092e99545e6635e29dd60383aa965f9f845dbe
train,14,longbench,hotpotqa,hotpotqa,56,14277,cd687d4b6914a0f7319b4a76cd3a320adbdb6d3f06a69bc7d38620862e399433
train,15,longbench,hotpotqa,hotpotqa,130,13517,4ee68b5e9e8a32ef7b9003ed1ea638374bbf5821f800c8873826469793f7792d
train,16,longbench,hotpotqa,hotpotqa,136,6426,68615f6aa51523cf7f5a6ed0363ae57ed28da235701aa9f79c21ae688bafe8be
train,17,longbench,hotpotqa,hotpotqa,155,5943,fb7977cf74fc9d292e030078e7c627c562940c3ebc0ca892e50e5d8b00fb3f78
train,18,longbench,hotpotqa,hotpotqa,169,14444,4888a2f0630e6f372a974f7c0a4c9ace099f7e154af85e6d9f79d2d6eeedd7bc
train,19,longbench,hotpotqa,hotpotqa,68,12739,60898c5cc5f4b4611e59ffc3d8c51b5de1fa4b3c98a1821484686c7a9eb6ef34
train,20,longbench,hotpotqa,hotpotqa,48,10031,5364a02a64e182d361105c8050504211502cbf6281da897bf7f011dfc4dc0446
train,21,longbench,hotpotqa,hotpotqa,168,16386,77f6907d5d24c46e584e06daf42abb179edca3d952150615e1751909716e5710
train,22,longbench,hotpotqa,hotpotqa,27,9733,8c738e9ac93898a3934917be5119d271d10a94b02df646c5fa4583257b98289d
train,23,longbench,hotpotqa,hotpotqa,69,16425,2e93eb00bcba93937ba274e2b726b0a133cc7479a49bfba90f3cf63ee0b7c554
train,24,longbench,hotpotqa,hotpotqa,45,13804,8553a9a4e35f6343186d3cfdc9d342522e2429a1679336a68f1761b4a8055062
train,25,longbench,hotpotqa,hotpotqa,118,12215,db3e218b3d6ed8549f1966728448cc876b537b5c7c469cb4515b673fe595ddcd
train,26,longbench,hotpotqa,hotpotqa,40,16279,11a77656dfb17f393eec98b42269f49713e5c4efb7ef978b7856224a547a08c8
train,27,longbench,hotpotqa,hotpotqa,182,11740,4105a794444d38db7fd66c3bf8cb05c4e417f946477df9b38cd8bc05ed040577
train,28,longbench,hotpotqa,hotpotqa,6,15849,adcfef60dedef6e8167b6cdf3a255d38dd182d6e8f7a2929dcfad70273db3153
train,29,longbench,hotpotqa,hotpotqa,152,16215,5736dde1ec2e85435ef0ba23adb76281eea6d6bc11823443fc21180ae33a9740
train,30,longbench,hotpotqa,hotpotqa,30,16375,f63e12f375f08ade50004396fca992ea784e086c0dfaf310ed45a50dbaacad51
train,31,longbench,hotpotqa,hotpotqa,195,10462,66df9652258331ed1cdb0e2e2c8e2b2f0dadc6c2fa17ccb44f8efb67b8af35e4
train,32,longbench,hotpotqa,hotpotqa,133,8820,b0f4bc049e0de0b7352ab4072c19fa508e5680c0dda3c66ed3536864d536f57d
train,33,longbench,hotpotqa,hotpotqa,21,15154,eb697a202dedd93816a1fb92af10084ba1336c67288ff1feaa9b4d026dd00fcd
train,34,longbench,hotpotqa,hotpotqa,124,15500,5b1c6508584755f9d4accb4905fbac5eb5c801646f1eee8eba4e02b27236a979
train,35,longbench,hotpotqa,hotpotqa,196,14204,a7b1eb2d9dfb2a98f5b58813773c932f6860ac9565a83129c3493d13e1d4694d
train,36,longbench,hotpotqa,hotpotqa,131,11666,85bae2189001b1d56a7c0aebd00e29c67562eed28db40db1ab7052472fc7e320
train,37,longbench,hotpotqa,hotpotqa,132,14095,b8b2e65abd561e23dde1f6b3a73cdb50d762cd1868d17c5c90771cbd65e50747
train,38,longbench,hotpotqa,hotpotqa,188,9426,84b6bc6af7ee68b0a93bd12983436411ed53dabca8fa1056d5120e7db929e9f0
train,39,longbench,hotpotqa,hotpotqa,84,16326,97a4b68ead372d4ab8f06456af7642ff4870ecb2e228b19efdb946c89ff25f35
train,40,longbench,hotpotqa,hotpotqa,170,15429,b2a01bb326da783c6d7c31b2c1cfc2cba72163fb9a13beee52920b805ace464c
train,41,longbench,hotpotqa,hotpotqa,36,15570,8a383a661ba8d4e77f582add0bcf6c2489168a9d725423012ee6a26246026e5b
train,42,longbench,hotpotqa,hotpotqa,5,14644,9e566a1be5a89156740092dfdbccc316c10b21cb3018c9d20bb8c05c7bc396d3
train,43,longbench,hotpotqa,hotpotqa,59,11809,449900a3c0a7f42dbdf024d8df3e68e1e9dac187d130e8c142da1ed0020c7370
train,44,longbench,hotpotqa,hotpotqa,97,12781,7bf4ab55b84ae2eb9d7687e0d08184d04d26768f0f149443db827216ed0d7444
train,45,longbench,hotpotqa,hotpotqa,54,8839,1e22c1944ade8dcaaea7b4469f02e28b9e38b28708485cae0d8a2a69288cb83b
train,46,longbench,hotpotqa,hotpotqa,90,11256,7164534193c2ba88b9692dbbf7d904c35ed875536bbeeb9c8a4d767a0179a5e4
train,47,longbench,hotpotqa,hotpotqa,173,16380,e1a3040183c05e3310bcf33e4726dd6510887641d2aac680b007f15e60d9d613
train,48,longbench,hotpotqa,hotpotqa,12,15511,4832f44e63de1b33484fcbc1afd40e44515ebb41117dd59a73dfc1ced30eac8d
train,49,longbench,hotpotqa,hotpotqa,34,13867,69cd1ffc123959f55dc3226854e2def34c88909c27c368350d32db6f2afda0d9
train,0,longbench,musique,musique,84,16291,62dd20b4157eb98b8036127028ca2fa09e78ecc97f340005910a7a4d097455ae
train,1,longbench,musique,musique,89,16388,3ff3c78ba4a22f493e530199292d38568fe59e87293e5b6502f6091ae428ad03
train,2,longbench,musique,musique,60,10977,e6def4c807ee7bbfede2e6830a4fd25e3f4a611df95dfbdf7ba060ba4f5413f4
train,3,longbench,musique,musique,9,16058,1236904d8feab0c2d22b4a8c9357e4408bd4abaec45635681889c66288995249
train,4,longbench,musique,musique,0,15962,95cfd88d6d0cbcfd180b126739e203fd60a337fe9a3cef8c109388a5ced26944
train,5,longbench,musique,musique,140,16341,1b70319919fb71035a6fff0bad29f9361b30d9bae0a5d1135a659113d65d2312
train,6,longbench,musique,musique,143,16320,6c8000746a0ac410ecf95e701753d1306ca7c3fcf69084c6c5fdd69839a92d21
train,7,longbench,musique,musique,112,15943,0de2295158314c77e60de6f0539601eaa84ced0bbc61d7f1a03e9b9487c8546d
train,8,longbench,musique,musique,190,13358,dc4165eead91cb389e571ffd1383addcde30a5fa5c9ab2e8a0298beadc2140fb
train,9,longbench,musique,musique,134,16356,69597971cf0ef5e3e8e13396858cd5048fd6c9fcbd21c45710112f5d12f62ac0
train,10,longbench,musique,musique,118,15646,602558a940d96d1c12ffe505f4d0cbf5205eed483ac9af0e2cbd4d7c770bc515
train,11,longbench,musique,musique,94,16332,cd985c16b6c5c785138483f26a811f970797d70268bf3c0b44dab391847f8abe
train,12,longbench,musique,musique,129,16323,e2908fe595422b1b0e9d85977b45fc3c48503565adf177586d713816e1fa49ff
train,13,longbench,musique,musique,121,15511,486d3f3709456b86da0e666faa904bd042d7086793a4953bb19858c209fee152
train,14,longbench,musique,musique,86,15847,36b5461958638fba412450fc3d3b17c5c9031ad81ed52ff2cc78b0cb49cd638a
train,15,longbench,musique,musique,32,16279,eb24c6eff9f595c6f8f5e295ba99fdbc3d30877f78cdf885f7853a85f0152ff1
train,16,longbench,musique,musique,174,15020,496fa8327e8aa1ac32a8d99f8d548093e6faef09a6ad43e09ba19e4106a0fcc6
train,17,longbench,musique,musique,124,16388,8e1d7d5c14def445982fd2ef1d029f699da98755f2647c7283a51478557f2284
train,18,longbench,musique,musique,76,13502,6ba9b108dfed984643198ec1992e299877940329aadceaab9ef852719c075c26
train,19,longbench,musique,musique,28,15639,59b15230e3b5af2343314e9e793bccb6911239ca24e4f9c67d72e3e0c6ec0388
train,20,longbench,musique,musique,8,15019,0f8d9b0cbb78ad9e9a88327254e078dff28362f05c729dff355c10022255f5a7
train,21,longbench,musique,musique,181,15990,e4480dbefdb72312084a66e71106ae9d81035c586dbffd6bd79b4c922909d536
train,22,longbench,musique,musique,23,15828,7d0fa540974d2bc39ee7c70d379d0dec729ce73a2d42946796ab70128856a0cf
train,23,longbench,musique,musique,51,15864,1b97aaed6449b066387aa7e6ca28f3a97bbfd1ed10a942272857a5d8ce4f20c4
train,24,longbench,musique,musique,177,16322,b07d16657fadd0073d35c24f1571ea91b67fe891beb568a302448033e5a063a2
train,25,longbench,musique,musique,157,16354,e2747bee2bf943106f4431b047c7e4a2fae7225e7f4a3896e2a164da49413e84
train,26,longbench,musique,musique,191,7924,635757c19486b7182d2259da302aa8700ec37038bcf847e9c726585fc27e4de1
train,27,longbench,musique,musique,141,16255,57b0c1f2c51b36e68acc64dc735e55858551f760e00cabe5dfd4d76ce0c9c701
train,28,longbench,musique,musique,183,16178,186512efe9410a3937d0725a15e396625f7f15f8934b499bbc6c20b61edff964
train,29,longbench,musique,musique,135,7531,6f5c00a23d505cfb8a1cb881a6ea4579c3dfb2dfe360523d0c5cfe7535618b00
train,30,longbench,musique,musique,36,16210,12d8fd92c470d6629040831b138e10f2d501b0ce730395b3d42c458f44499b92
train,31,longbench,musique,musique,159,15924,7b82b42c46fee08b50ac83fbe8220b00e8b696813ef73b35c2d970d950d9b43f
train,32,longbench,musique,musique,31,16236,728dfe13ce256accc65293369849e7558fa4862e5dac345ff360aaeb49ae9050
train,33,longbench,musique,musique,13,15923,07c48235e8d7a143d1ffd7ad80859db15cb0cd12e6774974554daf41d869b455
train,34,longbench,musique,musique,38,15278,7723ad4f2e60d4bf6555819cf9aefc818e836106103a7f8577094879274690cf
train,35,longbench,musique,musique,115,16421,c5ff4d6b53438f8de6b93384d0af32b8debe6bc2c3f1b325a747feb6d6ac9acf
train,36,longbench,musique,musique,50,16439,56d255830e5d7ac56eee985b191bbec817cb41dba352617da194eafca5db9f9a
train,37,longbench,musique,musique,184,16392,395a15ff9ba0e032916d8a2105c0af1e7edda621b126c88e4932344e0394d718
train,38,longbench,musique,musique,152,16425,a5b50eb7496b51c4d14fd343c56e7e6238bf33984b5cae5293e69d00332f80fa
train,39,longbench,musique,musique,144,12552,bd2d47a944137688ab58530edbcf61049f6538d219996576f3f82ff1723eea5d
train,40,longbench,musique,musique,82,16034,0704592359487ef8399360a1d28b4b0d87824a97e944c9ec6fa2279b85c608f7
train,41,longbench,musique,musique,91,14495,85b63559eeaffa5f53fe3dd342997be21b314b513996a10415ca0ffb947abc98
train,42,longbench,musique,musique,137,16379,f09b12327ac19d5cc8b5aa0e3fdc18bc02b73ab64ed84027219311fe5db16d5b
train,43,longbench,musique,musique,188,16351,1b451b9a74b6b91e568b1a6dea07bd357499ee38be5caeb7e01e2b596cf6a301
train,44,longbench,musique,musique,104,16300,43ae9d2f9d345d1b7d384b5499318bc60e6d07324f702d60c2c077fa729eaa44
train,45,longbench,musique,musique,107,16387,e6230ede2c6324e0028f08cc6c3585f8de20f57804be3568a909f91da59e2fa4
train,46,longbench,musique,musique,116,16368,6c0df85d5c94bbc5e199f7a91425409c1d6bbf6fd73b31ff1a2d0211e3bfa260
train,47,longbench,musique,musique,95,16356,d7a525eac7b867db7dd7ce5971641cdd8ad88721d2e5aedd9c2db335b2c927f6
train,48,longbench,musique,musique,109,16379,7a843b207716337ab538cb0bced559c00e89c4502558cf2670ed5389d107c40e
train,49,longbench,musique,musique,43,16092,9b49b4335044ac85b80bc08840d5bd5d95c8c223207d330ed1e88e95688ae196
train,0,longbench,qmsum,qmsum,146,25456,b83405c95fc256e264d383b70d8b0371c978a92f664af16220ba7921cdfcabe0
train,1,longbench,qmsum,qmsum,154,11296,15b028528faaeb9f74440d1b6ce47f2387078ca335b439d9df62a49eba96b453
train,2,longbench,qmsum,qmsum,5,6657,101b0b9575e64c6778969a623c816e5a4f9765095c83b79a340d10891b25858b
train,3,longbench,qmsum,qmsum,3,15322,7932e24fa050c692ae41961c85070a5981c357aa3682ab0aa6e4ea4701a8c708
train,4,longbench,qmsum,qmsum,34,16189,e86723bc07d2c41343a781a325f8191045278a7fe4fd4c128e36cc76c03d8f88
train,5,longbench,qmsum,qmsum,171,16182,cd2564fe98d349b6aeb735b132e8901a9b4b9a3756489279c4ca2216cd2160a5
train,6,longbench,qmsum,qmsum,142,15690,6fe79216cf16bb0679ad9f14c300a1a5716da13c6cbcef0bed0c7940e72029e2
train,7,longbench,qmsum,qmsum,177,6653,a54eaff93308ad7fcd75a77d356b208861dddf7f5c3302b2de9ec74b33241b1a
train,8,longbench,qmsum,qmsum,131,5263,7f239de2f325d8bf65606aeadd28ff76bf9dd1eb1ce2e7d99150308538c2c43f
train,9,longbench,qmsum,qmsum,133,30028,b4b64376e48c61df567bd7d634c3d7a73383e00adecb35ddfe9451ad44511642
train,10,longbench,qmsum,qmsum,7,18451,f20f27a87fefffb0d61b95d021a32db29d29d8df196f2efda7e0aa0277e62673
train,11,longbench,qmsum,qmsum,52,9335,790b5f61ca3d8c357f6a95c32ae044b94523a973969dfba6a017ca43bd1bb503
train,12,longbench,qmsum,qmsum,195,10045,0b018d16b251c21125bd3a9b32ddeea061cf4105b75b885fa6fbaa179f500a44
train,13,longbench,qmsum,qmsum,74,8154,f719f6af75eab4b1c792b2d64e26f07a407a9ee17b93a2a93c7a8c7bc1b0287f
train,14,longbench,qmsum,qmsum,28,16989,7f71d40e7d34bdc4ace8d6e0ee29b6e941170ecbb660c594874659a3392b9b0a
train,15,longbench,qmsum,qmsum,168,12567,eb633b130a968533398a629d383c8ec6555b4c493b7e7e88076eaafae755ec8f
train,16,longbench,qmsum,qmsum,117,12153,eda58bbf316a5b2e0fd50f8e75927abe4ff352795df2df674eaea55c4844aef3
train,17,longbench,qmsum,qmsum,58,10128,d7ed61d5f17342d35bceecc543a88a04b08127e724fb77f2cd43b22652bb6434
train,18,longbench,qmsum,qmsum,2,16908,46b0ca50a92315a7848ce560808cbde326746482c9e280f3ffd43f515a597078
train,19,longbench,qmsum,qmsum,63,15376,f621912d6ad2fcdd9e001baa9ef17450f0ae197feacd1aa20ba7ef147989f560
train,20,longbench,qmsum,qmsum,61,10932,0463e7bc6ce245f77c278cb87a9abd91938fe2d0e3a7d5b96681a8431edcdd5d
train,21,longbench,qmsum,qmsum,191,9335,3d4176ec19a13905acc7dede563061757c50c8b010bdbfa9b1af0d37e49ea33f
train,22,longbench,qmsum,qmsum,90,13041,f61be58f5799336062a01aa3bd5ada956a26265801a5c55a4dd374204144d13d
train,23,longbench,qmsum,qmsum,115,15621,a50800d0b08a9dd8c49f19c1380a79e08ab3f432a99d555a6fde7f79d9080bb7
train,24,longbench,qmsum,qmsum,165,6655,8b5a94b28114743c8b3355eaddc591418c952e1286237daa751b44fe9e49334b
train,25,longbench,qmsum,qmsum,87,25449,9afa5073606092520758469a4937de5e94cf8e0c7176548df315c3da1b067a09
train,26,longbench,qmsum,qmsum,190,5256,26dfa2c18503c3e28e44e330b1a6871d4c3671d48efbc1f8f11787f0395e55ae
train,27,longbench,qmsum,qmsum,169,15695,a045aff7d810db96cdb82a06fad708f4ade12bff7994b9d633bb8bf8bba9e3f2
train,28,longbench,qmsum,qmsum,70,30026,800ab42b8d9ab34c7cbca0ad8f7e65757c1ef23191e1f5dcd78be84b9d0693a7
train,29,longbench,qmsum,qmsum,1,10255,33d6f08a1f9693f25ed132c0b0e3201d84a8ab5dac4fcb49e35b169792bcf29d
train,30,longbench,qmsum,qmsum,172,25457,e3282b14afd983d23f18f16ea99fa09c7c5300ddb172a0a14ef45d36666a4164
train,31,longbench,qmsum,qmsum,25,13382,2af96eb8094c957e84b07499e7256a7bc038cbc5943ff8330d3db78c449e6398
train,32,longbench,qmsum,qmsum,50,16173,6cb16164cdbc07d3fbb9360d454dd2906c0900d529f07da489f6d4cde9aa7697
train,33,longbench,qmsum,qmsum,32,17777,56958ca8c954a9813e50165156f1c9f222817acb7f5523acb21e8fdd13d23259
train,34,longbench,qmsum,qmsum,175,12768,77aa27d54b6884c108a793fcad13747a7de81c369bb73abf4b1447b3b3958374
train,35,longbench,qmsum,qmsum,6,18623,8ce60d832c1869a70eff29a8c6ff6a48e7ef94f341b455082aca34e33e2bbc7a
train,36,longbench,qmsum,qmsum,101,8151,52bbcadb4a296f0b3a9c4dd2e51288cd27d21868055e48c6aed5bf45f834ad2c
train,37,longbench,qmsum,qmsum,125,18624,bbe4c519892e5b0ae18593103c4de9331330b48de593c3e3c9b0334b1d27a40d
train,38,longbench,qmsum,qmsum,112,17771,0ca0bc388d2d3833231c71db941fd6e51649c34b7bfa98533af87a7065b0d81b
train,39,longbench,qmsum,qmsum,39,16188,8069ec88d28b5c4ce4c1715968a7ec868bfba72fdf7048f847d4a753ef87b729
train,40,longbench,qmsum,qmsum,155,25446,3d0c06a611bf673cb72019592c1261a2466ddb93835ba76eb1eba304a0947d97
train,41,longbench,qmsum,qmsum,8,5606,a7d6be993e0b408729948fcf58cff8185e573ffae0cef1440c1b421253aab169
train,42,longbench,qmsum,qmsum,163,6657,1ac4d8f627636638290088b323ef29c94cf80c8315ef40092831e7aee2ed0c14
train,43,longbench,qmsum,qmsum,93,13025,45becc45dce7135d902369590260ad1e07e3dc776a7b7fe0c972b8a4ab803319
train,44,longbench,qmsum,qmsum,35,10255,fb28b01f91436ad4df474ce2a09128dedb1b4f12beea2b6de0f47d84039a07d0
train,45,longbench,qmsum,qmsum,10,15879,e07328e1b740654b0e05829bfcf5a7f4e353618490c247a95faa7fe2773b3cfb
train,46,longbench,qmsum,qmsum,71,16177,f07a1d853b8cd61ebb8e9741daf795cef766008696754014e66b3609e42e5fe2
train,47,longbench,qmsum,qmsum,193,15690,45adca8ff6fe6782182b874e37665c569578a0b218be4c1b7922a60f0bff42a8
train,48,longbench,qmsum,qmsum,36,10936,c039ed79d6bc36d098b4acdd294180eb88780007dbed2e0fa7ff9a2da55b5a6a
train,49,longbench,qmsum,qmsum,18,17773,569d5226b93bc4e7e7921a1c537a0ff2b762b16307d580d30cb7a3c965e429b2
train,0,longbench,multi_news,multi_news,123,2531,2de60f48a24b2e227748f01a1f7f7c30b52494688e462e3658bf7ebbfeb9df2e
train,1,longbench,multi_news,multi_news,57,2444,da1e400ebb743d48ca031dfc0e758cff0207eaaa4b92f98fb3f5c5e403ab5854
train,2,longbench,multi_news,multi_news,163,5045,073d7df56ee5ae39a702803a012cf25c49e9c5e0e142aa1e05424f7873584f85
train,3,longbench,multi_news,multi_news,131,2381,3389f06b370526585eb9ba8be6539743d4f75cdbd4bc6757d5e77ce47985fe7d
train,4,longbench,multi_news,multi_news,180,4575,bb6e7c89517ca9396061624f1c9fcdb449e35ab9031f9719b55f4e5c2f2e053a
train,5,longbench,multi_news,multi_news,159,2728,e88881abb008871284bde7e44755ba416d0d0b84dd2c09241dfab1818b3e6f08
train,6,longbench,multi_news,multi_news,99,2768,2571c4d97e945e44a50e57964551cf3a4c472ae1c0c80b4dadeb7a8105847b65
train,7,longbench,multi_news,multi_news,0,2699,11dd9c37a0685f67de748fbba609e3f989177cd946f9bf78eacd74940c7921ae
train,8,longbench,multi_news,multi_news,124,3725,791052fbc7eede3e5b064e4c7b8b96659ce7a445224d5fdac0989b52a3a1513b
train,9,longbench,multi_news,multi_news,152,6844,ef9ae1789b4949ebf33e40d3d9a56b61756d3319b3d8c814f428ae329c6c7d93
train,10,longbench,multi_news,multi_news,63,2805,68c91e3d95f751aa5a0cbd01eff788d13dcae7cdb7749433aad80d71dfa2708c
train,11,longbench,multi_news,multi_news,161,2218,76a7c56df30e1110ddef4b178ce0b8263db03feae987efea3dcc502dc5b9d30f
train,12,longbench,multi_news,multi_news,191,2668,3ee36e2e83a27d4f51b38b7f9458a1c0e4af8d0d713fa8114c38cbd93942fa6f
